timestamp,hour_of_day,day_of_week,month,temperature_C,humidity_percent,rain_rate_mmhr,wind_speed_ms,pressure_hPa,snr_dB
2024-01-01 01:01:00,1,0,1,29.62,83.16,1.914,1.49,1020.42,20.2959
2024-01-01 01:02:00,1,0,1,29.26,84.76,2.631,3.47,1020.45,13.8796
2024-01-01 01:03:00,1,0,1,29.47,85.22,1.659,3.43,1020.71,16.7377
2024-01-01 01:04:00,1,0,1,29.49,85.47,4.105,3.48,1020.73,17.1144
2024-01-01 01:05:00,1,0,1,29.97,89.1,0.04,2.78,1021.04,19.9186
2024-01-01 01:06:00,1,0,1,29.4,84.95,0.217,2.5,1020.93,19.9734
2024-01-01 01:07:00,1,0,1,29.64,88.2,1.513,3.8,1020.69,16.6681
2024-01-01 01:08:00,1,0,1,28.97,84.7,1.464,4.52,1021.47,19.6032
2024-01-01 01:09:00,1,0,1,30.28,83.52,1.895,4.19,1021.02,17.3229
2024-01-01 01:10:00,1,0,1,30.25,83.78,2.279,2.39,1021.67,16.2286
2024-01-01 01:11:00,1,0,1,29.89,82.89,1.741,3.53,1020.55,17.2537
2024-01-01 01:12:00,1,0,1,30.52,85.62,0.755,1.2,1021.41,17.48
2024-01-01 01:13:00,1,0,1,29.92,88.74,0.045,3.21,1020.97,23.8652
2024-01-01 01:14:00,1,0,1,30.18,85.15,2.082,2.31,1021.21,16.0754
2024-01-01 01:15:00,1,0,1,30.43,84.9,0.56,3.71,1021.01,23.8611
2024-01-01 01:16:00,1,0,1,29.69,87.93,0.385,4.31,1021.14,18.9898
2024-01-01 01:17:00,1,0,1,29.45,84.0,1.602,3.06,1021.06,17.7165
2024-01-01 01:18:00,1,0,1,29.93,82.59,1.976,3.43,1021.33,17.0847
2024-01-01 01:19:00,1,0,1,30.62,86.03,1.346,3.1,1021.19,18.4075
2024-01-01 01:20:00,1,0,1,30.3,86.52,0.862,1.43,1021.78,17.0714
2024-01-01 01:21:00,1,0,1,29.77,89.25,0.486,1.64,1021.25,18.7975
2024-01-01 01:22:00,1,0,1,29.8,84.08,1.819,3.39,1021.29,19.173
2024-01-01 01:23:00,1,0,1,30.45,91.21,0.287,3.49,1020.82,17.8229
2024-01-01 01:24:00,1,0,1,30.1,84.89,3.747,2.39,1021.28,13.2299
2024-01-01 01:25:00,1,0,1,29.41,85.73,0.806,2.93,1021.28,18.0543
2024-01-01 01:26:00,1,0,1,29.62,85.96,1.882,3.89,1020.37,19.2238
2024-01-01 01:27:00,1,0,1,30.12,85.47,1.66,3.79,1021.58,16.3939
2024-01-01 01:28:00,1,0,1,29.62,85.85,0.719,2.85,1021.43,16.8443
2024-01-01 01:29:00,1,0,1,30.59,86.08,0.812,2.78,1021.02,17.8537
2024-01-01 01:30:00,1,0,1,30.41,88.33,1.363,3.13,1020.64,18.6498
2024-01-01 01:31:00,1,0,1,30.36,85.12,1.863,3.67,1021.52,21.7164
2024-01-01 01:32:00,1,0,1,30.97,85.97,0.989,2.74,1021.28,16.0889
2024-01-01 01:33:00,1,0,1,29.75,86.48,1.371,3.61,1020.81,19.5498
2024-01-01 01:34:00,1,0,1,30.06,87.64,2.658,2.6,1020.64,15.0032
2024-01-01 01:35:00,1,0,1,30.59,87.52,0.696,2.6,1021.97,17.2829
2024-01-01 01:36:00,1,0,1,30.18,85.31,1.014,2.76,1020.79,16.058
2024-01-01 01:37:00,1,0,1,30.21,85.62,1.623,2.79,1021.64,16.763
2024-01-01 01:38:00,1,0,1,30.82,86.59,1.701,1.46,1020.5,17.3382
2024-01-01 01:39:00,1,0,1,30.03,87.91,0.177,2.17,1021.21,20.3841
2024-01-01 01:40:00,1,0,1,30.27,88.67,0.643,3.24,1020.98,20.0023
2024-01-01 01:41:00,1,0,1,30.32,83.58,1.664,2.0,1021.31,17.0907
2024-01-01 01:42:00,1,0,1,30.29,83.35,0.526,2.68,1021.35,17.7698
2024-01-01 01:43:00,1,0,1,30.95,87.73,3.899,3.3,1021.54,12.4994
2024-01-01 01:44:00,1,0,1,30.24,84.4,0.467,3.26,1021.64,17.9978
2024-01-01 01:45:00,1,0,1,30.82,87.03,0.131,3.12,1022.0,20.373
2024-01-01 01:46:00,1,0,1,30.46,88.12,1.238,2.07,1020.66,16.6283
2024-01-01 01:47:00,1,0,1,30.52,87.48,1.667,4.32,1021.5,20.8864
2024-01-01 01:48:00,1,0,1,30.51,88.78,0.625,2.38,1020.92,20.2353
2024-01-01 01:49:00,1,0,1,30.32,87.81,0.726,2.09,1021.57,18.3796
2024-01-01 01:50:00,1,0,1,30.24,86.2,0.027,2.56,1021.29,21.2437
2024-01-01 01:51:00,1,0,1,31.18,88.09,1.65,3.1,1021.23,16.8224
2024-01-01 01:52:00,1,0,1,30.27,87.97,1.158,1.56,1021.23,18.7663
2024-01-01 01:53:00,1,0,1,30.26,87.11,0.881,3.73,1021.34,19.5997
2024-01-01 01:54:00,1,0,1,29.95,85.53,1.735,2.25,1021.9,16.6707
2024-01-01 01:55:00,1,0,1,31.17,92.27,1.694,2.91,1021.06,19.9907
2024-01-01 01:56:00,1,0,1,29.74,88.48,0.087,2.21,1021.35,18.8483
2024-01-01 01:57:00,1,0,1,31.02,86.81,2.635,2.01,1021.42,18.3289
2024-01-01 01:58:00,1,0,1,30.23,88.95,1.171,2.68,1021.11,18.1147
2024-01-01 01:59:00,1,0,1,29.9,88.51,1.707,3.26,1021.18,20.6822
2024-01-01 02:00:00,2,0,1,29.86,89.31,0.921,1.37,1021.55,16.5992
2024-01-01 02:01:00,2,0,1,30.94,86.73,1.103,1.63,1021.72,19.8333
2024-01-01 02:02:00,2,0,1,31.31,86.33,0.512,2.04,1021.62,18.6898
2024-01-01 02:03:00,2,0,1,30.55,88.46,1.632,2.33,1021.97,15.6038
2024-01-01 02:04:00,2,0,1,30.32,89.04,0.977,2.55,1021.47,17.4929
2024-01-01 02:05:00,2,0,1,30.9,87.31,1.057,1.97,1021.48,19.8748
2024-01-01 02:06:00,2,0,1,30.72,87.31,1.215,0.98,1021.48,20.3301
2024-01-01 02:07:00,2,0,1,30.45,92.5,2.332,4.08,1022.19,15.602
2024-01-01 02:08:00,2,0,1,31.53,90.4,1.035,2.49,1021.6,19.6011
2024-01-01 02:09:00,2,0,1,30.89,89.76,1.477,3.18,1021.96,16.2627
2024-01-01 02:10:00,2,0,1,30.95,89.1,4.003,3.23,1021.78,14.4795
2024-01-01 02:11:00,2,0,1,30.86,91.87,1.534,1.5,1021.61,19.6395
2024-01-01 02:12:00,2,0,1,30.57,88.42,1.244,1.59,1021.93,19.2082
2024-01-01 02:13:00,2,0,1,30.19,85.48,0.972,2.01,1021.07,19.73
2024-01-01 02:14:00,2,0,1,31.22,91.48,1.265,2.34,1021.49,20.2958
2024-01-01 02:15:00,2,0,1,30.49,87.18,0.126,1.64,1022.74,20.025
2024-01-01 02:16:00,2,0,1,31.38,86.94,2.119,3.12,1021.45,19.3149
2024-01-01 02:17:00,2,0,1,31.53,86.69,0.827,1.68,1021.9,17.4539
2024-01-01 02:18:00,2,0,1,31.69,89.66,0.65,2.83,1021.58,17.5085
2024-01-01 02:19:00,2,0,1,30.64,87.55,0.056,3.35,1021.55,20.7326
2024-01-01 02:20:00,2,0,1,30.69,89.64,1.647,3.23,1021.04,15.8107
2024-01-01 02:21:00,2,0,1,31.15,88.36,1.625,0.62,1020.97,14.5452
2024-01-01 02:22:00,2,0,1,31.24,90.97,5.367,1.08,1020.85,13.7932
2024-01-01 02:23:00,2,0,1,31.16,85.96,1.519,2.32,1022.05,18.5233
2024-01-01 02:24:00,2,0,1,30.64,93.56,2.91,2.49,1021.23,18.4721
2024-01-01 02:25:00,2,0,1,30.86,85.06,1.433,0.78,1022.08,17.646
2024-01-01 02:26:00,2,0,1,30.72,85.7,1.017,2.91,1021.64,17.8695
2024-01-01 02:27:00,2,0,1,31.17,90.01,0.97,1.61,1020.09,21.8516
2024-01-01 02:28:00,2,0,1,30.95,87.06,0.5,3.62,1020.62,21.6178
2024-01-01 02:29:00,2,0,1,30.92,85.88,0.755,2.18,1021.86,21.6232
2024-01-01 02:30:00,2,0,1,31.18,87.82,0.464,1.93,1021.92,22.7361
2024-01-01 02:31:00,2,0,1,30.13,90.41,3.903,1.95,1021.73,10.978
2024-01-01 02:32:00,2,0,1,30.55,89.34,0.155,1.91,1021.84,20.9959
2024-01-01 02:33:00,2,0,1,31.67,86.21,1.313,2.6,1022.41,18.8733
2024-01-01 02:34:00,2,0,1,30.74,92.32,1.982,2.59,1021.47,16.524
2024-01-01 02:35:00,2,0,1,31.43,88.37,0.355,3.86,1021.73,21.1076
2024-01-01 02:36:00,2,0,1,31.36,88.86,0.747,2.05,1021.69,17.6413
2024-01-01 02:37:00,2,0,1,32.18,89.39,1.635,2.39,1021.12,17.8532
2024-01-01 02:38:00,2,0,1,30.89,87.77,1.93,2.17,1022.29,19.7194
2024-01-01 02:39:00,2,0,1,30.6,87.39,0.521,2.86,1021.95,19.1785
2024-01-01 02:40:00,2,0,1,30.61,91.14,0.788,1.61,1021.24,19.2782
2024-01-01 02:41:00,2,0,1,30.93,89.55,0.907,1.3,1020.85,19.3783
2024-01-01 02:42:00,2,0,1,32.12,87.14,1.643,2.23,1021.77,18.9843
2024-01-01 02:43:00,2,0,1,31.47,88.35,1.033,1.7,1021.76,18.2729
2024-01-01 02:44:00,2,0,1,31.64,85.21,1.15,1.62,1021.54,21.115
2024-01-01 02:45:00,2,0,1,30.81,89.3,0.648,1.51,1021.0,22.5161
2024-01-01 02:46:00,2,0,1,31.46,89.95,1.569,2.37,1021.55,14.9017
2024-01-01 02:47:00,2,0,1,31.39,86.59,0.194,2.72,1021.03,22.6628
2024-01-01 02:48:00,2,0,1,31.45,90.24,0.095,2.11,1020.58,20.551
2024-01-01 02:49:00,2,0,1,31.04,88.58,1.571,0.06,1021.36,18.4635
2024-01-01 02:50:00,2,0,1,31.5,90.74,0.042,1.46,1020.75,16.7728
2024-01-01 02:51:00,2,0,1,30.98,90.46,1.328,1.79,1021.42,20.2989
2024-01-01 02:52:00,2,0,1,31.16,88.51,0.407,3.57,1021.35,16.2654
2024-01-01 02:53:00,2,0,1,31.15,87.93,0.982,2.05,1021.35,21.7397
2024-01-01 02:54:00,2,0,1,31.43,88.17,2.873,2.39,1021.7,17.7052
2024-01-01 02:55:00,2,0,1,30.89,91.61,1.223,2.58,1022.1,14.2872
2024-01-01 02:56:00,2,0,1,30.63,88.17,1.482,2.34,1021.41,17.5276
2024-01-01 02:57:00,2,0,1,30.2,84.71,1.939,1.83,1022.16,19.3564
2024-01-01 02:58:00,2,0,1,31.51,93.23,0.689,1.89,1021.66,19.2296
2024-01-01 02:59:00,2,0,1,30.87,91.22,0.169,3.0,1021.56,18.794
2024-01-01 03:00:00,3,0,1,31.91,84.47,1.248,3.07,1022.93,18.8283
2024-01-01 03:01:00,3,0,1,30.9,83.69,1.302,3.23,1021.97,17.3749
2024-01-01 03:02:00,3,0,1,31.4,86.87,0.635,2.04,1022.1,19.034
2024-01-01 03:03:00,3,0,1,30.8,87.13,1.819,0.92,1022.0,20.374
2024-01-01 03:04:00,3,0,1,29.91,90.29,1.321,1.61,1021.99,17.726
2024-01-01 03:05:00,3,0,1,30.98,90.58,1.44,2.3,1021.74,17.0432
2024-01-01 03:06:00,3,0,1,30.84,86.96,1.652,1.97,1021.98,17.7269
2024-01-01 03:07:00,3,0,1,30.83,88.43,0.646,2.42,1021.65,17.8854
2024-01-01 03:08:00,3,0,1,32.12,88.49,1.588,0.37,1022.05,17.9414
2024-01-01 03:09:00,3,0,1,31.24,91.23,1.44,1.22,1021.49,14.4353
2024-01-01 03:10:00,3,0,1,32.11,89.76,0.472,1.32,1021.74,21.4132
2024-01-01 03:11:00,3,0,1,31.76,87.3,1.088,2.31,1021.7,20.5297
2024-01-01 03:12:00,3,0,1,31.06,90.74,0.54,2.13,1022.43,18.0591
2024-01-01 03:13:00,3,0,1,31.49,93.9,1.763,2.49,1021.58,14.5747
2024-01-01 03:14:00,3,0,1,31.72,92.85,1.969,1.94,1022.13,15.9462
2024-01-01 03:15:00,3,0,1,31.1,87.16,1.127,0.77,1022.2,17.2171
2024-01-01 03:16:00,3,0,1,31.38,90.75,0.183,1.58,1022.89,18.9604
2024-01-01 03:17:00,3,0,1,32.02,90.85,0.613,2.36,1021.8,20.1396
2024-01-01 03:18:00,3,0,1,31.18,87.72,0.455,2.75,1022.69,20.3949
2024-01-01 03:19:00,3,0,1,31.34,89.78,0.292,0.65,1021.93,22.5947
2024-01-01 03:20:00,3,0,1,32.6,86.02,1.691,2.67,1021.89,16.262
2024-01-01 03:21:00,3,0,1,31.24,88.77,0.954,0.42,1021.94,21.1421
2024-01-01 03:22:00,3,0,1,31.71,88.5,1.18,0.9,1023.17,18.5753
2024-01-01 03:23:00,3,0,1,31.24,91.09,1.755,2.63,1021.44,15.589
2024-01-01 03:24:00,3,0,1,30.68,90.6,1.479,0.54,1021.95,12.7494
2024-01-01 03:25:00,3,0,1,32.2,90.39,0.612,2.42,1022.5,16.8078
2024-01-01 03:26:00,3,0,1,31.48,89.39,1.457,2.62,1021.24,20.3031
2024-01-01 03:27:00,3,0,1,31.33,89.16,0.597,1.21,1021.7,16.0461
2024-01-01 03:28:00,3,0,1,32.5,90.8,0.696,1.59,1021.81,20.1573
2024-01-01 03:29:00,3,0,1,31.47,89.35,1.497,2.16,1022.9,18.179
2024-01-01 03:30:00,3,0,1,32.02,90.22,0.222,0.46,1022.39,21.4186
2024-01-01 03:31:00,3,0,1,31.83,88.55,1.631,0.84,1023.16,19.4569
2024-01-01 03:32:00,3,0,1,31.45,92.09,2.6,0.58,1021.92,18.8728
2024-01-01 03:33:00,3,0,1,30.63,89.69,0.655,1.91,1022.31,22.1265
2024-01-01 03:34:00,3,0,1,30.9,89.63,0.527,2.4,1021.75,20.6818
2024-01-01 03:35:00,3,0,1,30.62,89.65,0.378,1.44,1021.54,21.4176
2024-01-01 03:36:00,3,0,1,32.35,90.78,1.963,1.36,1022.74,14.5119
2024-01-01 03:37:00,3,0,1,31.89,86.34,0.845,0.7,1022.38,16.7086
2024-01-01 03:38:00,3,0,1,30.73,91.61,1.028,1.09,1022.66,21.2132
2024-01-01 03:39:00,3,0,1,31.82,89.84,1.711,0.59,1021.69,14.7335
2024-01-01 03:40:00,3,0,1,31.1,89.77,0.91,1.12,1020.96,20.8881
2024-01-01 03:41:00,3,0,1,31.49,89.87,1.282,2.77,1021.03,20.3462
2024-01-01 03:42:00,3,0,1,31.38,90.56,4.568,1.92,1021.44,13.8476
2024-01-01 03:43:00,3,0,1,32.09,93.37,1.121,0.25,1021.26,17.1992
2024-01-01 03:44:00,3,0,1,31.61,89.44,0.679,0.86,1021.25,14.3626
2024-01-01 03:45:00,3,0,1,31.83,91.73,1.318,3.55,1022.03,17.3884
2024-01-01 03:46:00,3,0,1,32.32,90.28,0.461,1.32,1022.34,20.8332
2024-01-01 03:47:00,3,0,1,31.03,90.7,1.561,0.8,1021.38,17.3868
2024-01-01 03:48:00,3,0,1,31.84,87.97,1.43,1.26,1021.41,20.1735
2024-01-01 03:49:00,3,0,1,31.47,88.77,0.996,2.0,1021.38,19.4703
2024-01-01 03:50:00,3,0,1,31.73,84.57,0.796,1.91,1020.86,17.5167
2024-01-01 03:51:00,3,0,1,31.97,87.78,1.527,2.25,1021.09,16.9403
2024-01-01 03:52:00,3,0,1,31.74,89.54,0.581,1.38,1021.41,18.0128
2024-01-01 03:53:00,3,0,1,31.5,88.82,0.12,1.98,1021.46,20.9776
2024-01-01 03:54:00,3,0,1,31.23,86.76,0.731,1.14,1020.62,15.8471
2024-01-01 03:55:00,3,0,1,32.06,86.49,1.849,0.56,1021.41,16.1476
2024-01-01 03:56:00,3,0,1,31.61,93.14,1.983,0.3,1020.34,17.4837
2024-01-01 03:57:00,3,0,1,31.63,88.45,1.752,1.9,1020.53,18.8627
2024-01-01 03:58:00,3,0,1,32.13,87.04,1.538,0.81,1020.89,19.8798
2024-01-01 03:59:00,3,0,1,32.21,89.17,1.32,1.87,1021.8,16.8597
2024-01-01 04:00:00,4,0,1,31.78,92.06,0.037,2.3,1021.18,19.9588
2024-01-01 04:01:00,4,0,1,31.97,91.58,0.82,1.17,1020.83,20.1739
2024-01-01 04:02:00,4,0,1,31.51,90.11,2.827,1.36,1020.77,15.8759
2024-01-01 04:03:00,4,0,1,31.31,90.4,1.16,1.34,1021.93,18.9627
2024-01-01 04:04:00,4,0,1,31.32,91.25,1.968,1.25,1020.44,20.3321
2024-01-01 04:05:00,4,0,1,31.1,88.3,0.461,0.0,1020.38,19.365
2024-01-01 04:06:00,4,0,1,31.97,92.53,0.635,2.23,1021.13,17.0908
2024-01-01 04:07:00,4,0,1,31.05,90.4,1.488,0.98,1021.77,21.2405
2024-01-01 04:08:00,4,0,1,31.77,91.57,0.178,1.93,1021.32,21.838
2024-01-01 04:09:00,4,0,1,32.0,89.75,0.091,1.03,1021.67,21.2631
2024-01-01 04:10:00,4,0,1,32.28,92.03,0.498,1.23,1022.3,20.1177
2024-01-01 04:11:00,4,0,1,31.27,91.2,1.468,1.59,1021.94,16.7048
2024-01-01 04:12:00,4,0,1,31.74,91.77,2.015,2.18,1021.22,15.9792
2024-01-01 04:13:00,4,0,1,31.98,90.32,0.306,1.5,1020.77,18.3605
2024-01-01 04:14:00,4,0,1,32.06,88.3,1.522,0.1,1020.91,17.0855
2024-01-01 04:15:00,4,0,1,31.97,91.59,3.035,2.01,1020.52,14.4219
2024-01-01 04:16:00,4,0,1,30.71,91.02,1.838,1.45,1021.24,17.3718
2024-01-01 04:17:00,4,0,1,31.44,89.54,0.84,1.47,1020.89,18.1846
2024-01-01 04:18:00,4,0,1,31.75,90.32,0.013,2.07,1021.43,17.5008
2024-01-01 04:19:00,4,0,1,32.8,86.48,0.888,0.68,1021.35,17.8856
2024-01-01 04:20:00,4,0,1,32.06,88.16,3.056,1.03,1021.2,15.999
2024-01-01 04:21:00,4,0,1,30.95,89.56,1.823,0.27,1021.64,19.4027
2024-01-01 04:22:00,4,0,1,32.52,87.97,0.383,1.73,1021.34,19.2664
2024-01-01 04:23:00,4,0,1,32.09,92.81,1.736,0.01,1021.24,14.0278
2024-01-01 04:24:00,4,0,1,32.53,88.66,0.717,1.12,1021.22,19.1904
2024-01-01 04:25:00,4,0,1,32.2,88.48,1.228,1.28,1021.25,18.687
2024-01-01 04:26:00,4,0,1,32.35,87.48,1.401,1.05,1020.27,17.1043
2024-01-01 04:27:00,4,0,1,32.87,89.67,0.381,0.58,1020.41,18.9458
2024-01-01 04:28:00,4,0,1,31.12,87.36,2.222,1.02,1020.61,17.3375
2024-01-01 04:29:00,4,0,1,31.32,89.65,1.885,1.01,1021.11,15.4504
2024-01-01 04:30:00,4,0,1,31.43,88.78,0.304,0.84,1020.45,18.4267
2024-01-01 04:31:00,4,0,1,31.68,90.8,1.675,1.11,1020.72,18.0014
2024-01-01 04:32:00,4,0,1,31.87,90.66,0.138,1.65,1020.85,18.6874
2024-01-01 04:33:00,4,0,1,33.24,87.17,1.496,0.0,1021.49,17.565
2024-01-01 04:34:00,4,0,1,32.06,89.85,0.691,0.54,1020.64,19.5671
2024-01-01 04:35:00,4,0,1,32.51,88.84,1.159,1.77,1020.72,21.0792
2024-01-01 04:36:00,4,0,1,32.26,93.16,1.627,3.0,1020.04,18.4461
2024-01-01 04:37:00,4,0,1,32.09,87.47,1.426,1.97,1020.97,18.5553
2024-01-01 04:38:00,4,0,1,31.97,89.51,1.358,2.15,1020.83,15.427
2024-01-01 04:39:00,4,0,1,32.07,96.49,0.717,0.41,1021.48,19.0886
2024-01-01 04:40:00,4,0,1,32.07,89.99,0.89,1.55,1021.61,21.1669
2024-01-01 04:41:00,4,0,1,31.67,86.72,0.207,0.0,1021.02,19.6313
2024-01-01 04:42:00,4,0,1,32.16,89.47,1.622,2.25,1020.93,14.0325
2024-01-01 04:43:00,4,0,1,32.36,89.5,1.896,0.39,1021.15,19.6695
2024-01-01 04:44:00,4,0,1,31.47,89.74,0.807,1.78,1020.87,21.1825
2024-01-01 04:45:00,4,0,1,31.79,87.12,0.665,2.0,1020.89,23.1733
2024-01-01 04:46:00,4,0,1,31.76,92.85,2.906,1.14,1021.12,18.8037
2024-01-01 04:47:00,4,0,1,32.58,91.75,1.392,0.57,1020.93,18.7108
2024-01-01 04:48:00,4,0,1,32.04,92.43,0.468,1.01,1020.79,20.7776
2024-01-01 04:49:00,4,0,1,32.02,88.42,0.986,1.42,1020.22,18.5191
2024-01-01 04:50:00,4,0,1,31.66,88.22,0.241,1.33,1021.12,22.285
2024-01-01 04:51:00,4,0,1,31.98,89.78,0.508,0.91,1021.51,21.2682
2024-01-01 04:52:00,4,0,1,32.77,86.14,1.848,1.21,1022.28,17.9086
2024-01-01 04:53:00,4,0,1,32.42,90.32,2.111,0.89,1021.57,18.4509
2024-01-01 04:54:00,4,0,1,32.28,89.47,1.778,0.5,1020.93,20.5143
2024-01-01 04:55:00,4,0,1,31.96,91.55,0.222,0.0,1021.39,19.3985
2024-01-01 04:56:00,4,0,1,31.43,91.55,0.229,0.12,1021.65,19.1899
2024-01-01 04:57:00,4,0,1,31.94,86.52,0.839,1.9,1020.8,18.4798
2024-01-01 04:58:00,4,0,1,31.75,89.97,0.887,0.24,1020.58,18.1341
2024-01-01 04:59:00,4,0,1,32.35,89.18,1.334,0.4,1021.26,20.0053
2024-01-01 05:00:00,5,0,1,32.65,90.23,1.264,1.42,1021.88,16.4469
2024-01-01 05:01:00,5,0,1,32.66,92.18,0.836,0.0,1021.4,20.1231
2024-01-01 05:02:00,5,0,1,32.45,90.16,1.459,0.0,1021.45,17.0473
2024-01-01 05:03:00,5,0,1,32.48,93.34,0.485,0.82,1020.88,20.6033
2024-01-01 05:04:00,5,0,1,32.48,92.74,1.115,0.91,1020.8,17.1033
2024-01-01 05:05:00,5,0,1,32.17,89.41,1.871,1.44,1020.55,20.93
2024-01-01 05:06:00,5,0,1,31.88,87.92,1.609,0.51,1021.69,18.5594
2024-01-01 05:07:00,5,0,1,31.53,89.23,1.655,1.05,1021.81,22.5668
